ISO3,year,sub_window,variable,value,source,note
FRA,1949,1945-2020,cinc,0.035492346,COW,
FRA,1950,1945-2020,pop,42518.0,Maddison,
FRA,1950,1945-2020,gdppc,8266.0,Maddison,
FRA,1950,1945-2020,v2x_libdem,0.629,V-Dem,
FRA,1950,1945-2020,v2x_polyarchy,0.747,V-Dem,
FRA,1950,1945-2020,cinc,0.033221595,COW,
FRA,1951,1945-2020,pop,42862.0,Maddison,
FRA,1951,1945-2020,gdppc,8705.0,Maddison,
FRA,1951,1945-2020,v2x_libdem,0.63,V-Dem,
FRA,1951,1945-2020,v2x_polyarchy,0.748,V-Dem,
FRA,1951,1945-2020,cinc,0.032991547,COW,
FRA,1952,1945-2020,pop,43184.0,Maddison,
FRA,1952,1945-2020,gdppc,8869.0,Maddison,
FRA,1952,1945-2020,v2x_libdem,0.63,V-Dem,
FRA,1952,1945-2020,v2x_polyarchy,0.748,V-Dem,
FRA,1952,1945-2020,cinc,0.033362042,COW,
FRA,1953,1945-2020,pop,43495.0,Maddison,
FRA,1953,1945-2020,gdppc,9060.0,Maddison,
FRA,1953,1945-2020,v2x_libdem,0.63,V-Dem,
FRA,1953,1945-2020,v2x_polyarchy,0.748,V-Dem,
FRA,1953,1945-2020,cinc,0.031759739,COW,
FRA,1954,1945-2020,pop,43822.0,Maddison,
FRA,1954,1945-2020,gdppc,9428.0,Maddison,
FRA,1954,1945-2020,v2x_libdem,0.601,V-Dem,
FRA,1954,1945-2020,v2x_polyarchy,0.722,V-Dem,
FRA,1954,1945-2020,cinc,0.032968372,COW,
FRA,1955,1945-2020,pop,44218.0,Maddison,
FRA,1955,1945-2020,gdppc,9881.0,Maddison,
FRA,1955,1945-2020,v2x_libdem,0.614,V-Dem,
FRA,1955,1945-2020,v2x_polyarchy,0.736,V-Dem,
FRA,1955,1945-2020,cinc,0.030630589,COW,
FRA,1956,1945-2020,pop,44657.0,Maddison,
FRA,1956,1945-2020,gdppc,10278.0,Maddison,
FRA,1956,1945-2020,v2x_libdem,0.62,V-Dem,
FRA,1956,1945-2020,v2x_polyarchy,0.743,V-Dem,
FRA,1956,1945-2020,cinc,0.032562353,COW,
FRA,1957,1945-2020,pop,45152.0,Maddison,
FRA,1957,1945-2020,gdppc,10779.0,Maddison,
FRA,1957,1945-2020,v2x_libdem,0.628,V-Dem,
FRA,1957,1945-2020,v2x_polyarchy,0.751,V-Dem,
FRA,1957,1945-2020,cinc,0.032730341,COW,
FRA,1958,1945-2020,pop,45654.0,Maddison,
FRA,1958,1945-2020,gdppc,10927.0,Maddison,
FRA,1958,1945-2020,v2x_libdem,0.63,V-Dem,
FRA,1958,1945-2020,v2x_polyarchy,0.754,V-Dem,
FRA,1958,1945-2020,cinc,0.033753257,COW,
FRA,1959,1945-2020,pop,46129.0,Maddison,
FRA,1959,1945-2020,gdppc,11124.0,Maddison,
FRA,1959,1945-2020,v2x_libdem,0.63,V-Dem,
FRA,1959,1945-2020,v2x_polyarchy,0.747,V-Dem,
FRA,1959,1945-2020,cinc,0.032590225,COW,
FRA,1960,1945-2020,pop,46584.0,Maddison,
FRA,1960,1945-2020,gdppc,11792.0,Maddison,
FRA,1960,1945-2020,v2x_libdem,0.633,V-Dem,
FRA,1960,1945-2020,v2x_polyarchy,0.748,V-Dem,
FRA,1960,1945-2020,cinc,0.032849308,COW,
FRA,1961,1945-2020,pop,47128.0,Maddison,
FRA,1961,1945-2020,gdppc,12302.0,Maddison,
FRA,1961,1945-2020,v2x_libdem,0.633,V-Dem,
FRA,1961,1945-2020,v2x_polyarchy,0.748,V-Dem,
FRA,1961,1945-2020,cinc,0.030387744,COW,
FRA,1962,1945-2020,pop,48089.0,Maddison,
FRA,1962,1945-2020,gdppc,12859.0,Maddison,
FRA,1962,1945-2020,v2x_libdem,0.636,V-Dem,
FRA,1962,1945-2020,v2x_polyarchy,0.749,V-Dem,
FRA,1962,1945-2020,cinc,0.029400688,COW,
FRA,1963,1945-2020,pop,48799.0,Maddison,
FRA,1963,1945-2020,gdppc,13330.0,Maddison,
FRA,1963,1945-2020,v2x_libdem,0.666,V-Dem,
FRA,1963,1945-2020,v2x_polyarchy,0.775,V-Dem,
FRA,1963,1945-2020,cinc,0.029225565,COW,
FRA,1964,1945-2020,pop,49357.0,Maddison,
FRA,1964,1945-2020,gdppc,14057.0,Maddison,
FRA,1964,1945-2020,v2x_libdem,0.666,V-Dem,
FRA,1964,1945-2020,v2x_polyarchy,0.775,V-Dem,
FRA,1964,1945-2020,cinc,0.028832881,COW,
FRA,1965,1945-2020,pop,49802.0,Maddison,
FRA,1965,1945-2020,gdppc,14609.0,Maddison,
FRA,1965,1945-2020,v2x_libdem,0.666,V-Dem,
FRA,1965,1945-2020,v2x_polyarchy,0.775,V-Dem,
FRA,1965,1945-2020,cinc,0.027735332,COW,
FRA,1966,1945-2020,pop,50254.0,Maddison,
FRA,1966,1945-2020,gdppc,15213.0,Maddison,
FRA,1966,1945-2020,v2x_libdem,0.666,V-Dem,
FRA,1966,1945-2020,v2x_polyarchy,0.775,V-Dem,
FRA,1966,1945-2020,cinc,0.026293693,COW,
FRA,1967,1945-2020,pop,50650.0,Maddison,
FRA,1967,1945-2020,gdppc,15792.0,Maddison,
FRA,1967,1945-2020,v2x_libdem,0.672,V-Dem,
FRA,1967,1945-2020,v2x_polyarchy,0.782,V-Dem,
FRA,1967,1945-2020,cinc,0.026074069,COW,
FRA,1968,1945-2020,pop,51034.0,Maddison,
FRA,1968,1945-2020,gdppc,16365.0,Maddison,
FRA,1968,1945-2020,v2x_libdem,0.672,V-Dem,
FRA,1968,1945-2020,v2x_polyarchy,0.78,V-Dem,
FRA,1968,1945-2020,cinc,0.02495471,COW,
FRA,1969,1945-2020,pop,51470.0,Maddison,
FRA,1969,1945-2020,gdppc,17352.0,Maddison,
FRA,1969,1945-2020,v2x_libdem,0.719,V-Dem,
FRA,1969,1945-2020,v2x_polyarchy,0.805,V-Dem,
FRA,1969,1945-2020,cinc,0.024646496,COW,
FRA,1970,1945-2020,pop,51918.0,Maddison,
FRA,1970,1945-2020,gdppc,18187.0,Maddison,
FRA,1970,1945-2020,v2x_libdem,0.75,V-Dem,
FRA,1970,1945-2020,v2x_polyarchy,0.829,V-Dem,
FRA,1970,1945-2020,cinc,0.024395268,COW,
FRA,1971,1945-2020,pop,52432.0,Maddison,
FRA,1971,1945-2020,gdppc,18881.0,Maddison,
FRA,1971,1945-2020,v2x_libdem,0.755,V-Dem,
FRA,1971,1945-2020,v2x_polyarchy,0.835,V-Dem,
FRA,1971,1945-2020,cinc,0.024150513,COW,
FRA,1972,1945-2020,pop,52894.0,Maddison,
FRA,1972,1945-2020,gdppc,19549.0,Maddison,
FRA,1972,1945-2020,v2x_libdem,0.748,V-Dem,
FRA,1972,1945-2020,v2x_polyarchy,0.828,V-Dem,
FRA,1972,1945-2020,cinc,0.024278672,COW,
FRA,1973,1945-2020,pop,53333.0,Maddison,
FRA,1973,1945-2020,gdppc,20441.0,Maddison,
FRA,1973,1945-2020,v2x_libdem,0.76,V-Dem,
FRA,1973,1945-2020,v2x_polyarchy,0.84,V-Dem,
FRA,1973,1945-2020,cinc,0.024798686,COW,
FRA,1974,1945-2020,pop,53690.0,Maddison,
FRA,1974,1945-2020,gdppc,20902.0,Maddison,
FRA,1974,1945-2020,v2x_libdem,0.763,V-Dem,
FRA,1974,1945-2020,v2x_polyarchy,0.844,V-Dem,
FRA,1974,1945-2020,cinc,0.024257071,COW,
FRA,1975,1945-2020,pop,53955.0,Maddison,
FRA,1975,1945-2020,gdppc,20653.0,Maddison,
FRA,1975,1945-2020,v2x_libdem,0.772,V-Dem,
FRA,1975,1945-2020,v2x_polyarchy,0.852,V-Dem,
FRA,1975,1945-2020,cinc,0.023470555,COW,
FRA,1976,1945-2020,pop,54159.0,Maddison,
FRA,1976,1945-2020,gdppc,21465.0,Maddison,
FRA,1976,1945-2020,v2x_libdem,0.772,V-Dem,
FRA,1976,1945-2020,v2x_polyarchy,0.852,V-Dem,
FRA,1976,1945-2020,cinc,0.02372063,COW,
FRA,1977,1945-2020,pop,54378.0,Maddison,
FRA,1977,1945-2020,gdppc,22177.0,Maddison,
FRA,1977,1945-2020,v2x_libdem,0.772,V-Dem,
FRA,1977,1945-2020,v2x_polyarchy,0.852,V-Dem,
FRA,1977,1945-2020,cinc,0.023332542,COW,
FRA,1978,1945-2020,pop,54602.0,Maddison,
FRA,1978,1945-2020,gdppc,22698.0,Maddison,
FRA,1978,1945-2020,v2x_libdem,0.773,V-Dem,
FRA,1978,1945-2020,v2x_polyarchy,0.854,V-Dem,
FRA,1978,1945-2020,cinc,0.023703795,COW,
FRA,1979,1945-2020,pop,54836.0,Maddison,
FRA,1979,1945-2020,gdppc,23326.0,Maddison,
FRA,1979,1945-2020,v2x_libdem,0.773,V-Dem,
FRA,1979,1945-2020,v2x_polyarchy,0.854,V-Dem,
FRA,1979,1945-2020,cinc,0.02421101,COW,
FRA,1980,1945-2020,pop,55110.0,Maddison,
FRA,1980,1945-2020,gdppc,23537.0,Maddison,
FRA,1980,1945-2020,v2x_libdem,0.773,V-Dem,
FRA,1980,1945-2020,v2x_polyarchy,0.854,V-Dem,
FRA,1980,1945-2020,cinc,0.024040133,COW,
FRA,1981,1945-2020,pop,55399.0,Maddison,
FRA,1981,1945-2020,gdppc,23655.0,Maddison,
FRA,1981,1945-2020,v2x_libdem,0.788,V-Dem,
FRA,1981,1945-2020,v2x_polyarchy,0.862,V-Dem,
FRA,1981,1945-2020,cinc,0.021946136,COW,
FRA,1982,1945-2020,pop,55697.0,Maddison,
FRA,1982,1945-2020,gdppc,24120.0,Maddison,
FRA,1982,1945-2020,v2x_libdem,0.793,V-Dem,
FRA,1982,1945-2020,v2x_polyarchy,0.867,V-Dem,
FRA,1982,1945-2020,cinc,0.020229265,COW,
FRA,1983,1945-2020,pop,55929.0,Maddison,
FRA,1983,1945-2020,gdppc,24300.0,Maddison,
FRA,1983,1945-2020,v2x_libdem,0.793,V-Dem,
FRA,1983,1945-2020,v2x_polyarchy,0.867,V-Dem,
FRA,1983,1945-2020,cinc,0.019225948,COW,
FRA,1984,1945-2020,pop,56246.0,Maddison,
FRA,1984,1945-2020,gdppc,24519.0,Maddison,
FRA,1984,1945-2020,v2x_libdem,0.793,V-Dem,
FRA,1984,1945-2020,v2x_polyarchy,0.867,V-Dem,
FRA,1984,1945-2020,cinc,0.018553305,COW,
FRA,1985,1945-2020,pop,56490.0,Maddison,
FRA,1985,1945-2020,gdppc,24755.0,Maddison,
FRA,1985,1945-2020,v2x_libdem,0.793,V-Dem,
FRA,1985,1945-2020,v2x_polyarchy,0.867,V-Dem,
FRA,1985,1945-2020,cinc,0.017772263,COW,
FRA,1986,1945-2020,pop,56725.0,Maddison,
FRA,1986,1945-2020,gdppc,25238.0,Maddison,
FRA,1986,1945-2020,v2x_libdem,0.79,V-Dem,
FRA,1986,1945-2020,v2x_polyarchy,0.864,V-Dem,
FRA,1986,1945-2020,cinc,0.018496968,COW,
FRA,1987,1945-2020,pop,56989.0,Maddison,
FRA,1987,1945-2020,gdppc,25756.0,Maddison,
FRA,1987,1945-2020,v2x_libdem,0.789,V-Dem,
FRA,1987,1945-2020,v2x_polyarchy,0.864,V-Dem,
FRA,1987,1945-2020,cinc,0.018743785,COW,
FRA,1988,1945-2020,pop,57255.0,Maddison,
FRA,1988,1945-2020,gdppc,26763.0,Maddison,
FRA,1988,1945-2020,v2x_libdem,0.8,V-Dem,
FRA,1988,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,1988,1945-2020,cinc,0.018714683,COW,
FRA,1989,1945-2020,pop,57821.0,Maddison,
FRA,1989,1945-2020,gdppc,27576.0,Maddison,
FRA,1989,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,1989,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1989,1945-2020,cinc,0.019117823,COW,
FRA,1990,1945-2020,pop,58168.0,Maddison,
FRA,1990,1945-2020,gdppc,28129.0,Maddison,
FRA,1990,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,1990,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1990,1945-2020,cinc,0.020168373,COW,
FRA,1991,1945-2020,pop,58459.56,Maddison,
FRA,1991,1945-2020,gdppc,28294.26379228097,Maddison,
FRA,1991,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,1991,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1991,1945-2020,cinc,0.021559888,COW,
FRA,1992,1945-2020,pop,58750.12,Maddison,
FRA,1992,1945-2020,gdppc,28619.804052963773,Maddison,
FRA,1992,1945-2020,v2x_libdem,0.803,V-Dem,
FRA,1992,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1992,1945-2020,cinc,0.021653056,COW,
FRA,1993,1945-2020,pop,59005.73,Maddison,
FRA,1993,1945-2020,gdppc,28336.160318360813,Maddison,
FRA,1993,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,1993,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1993,1945-2020,cinc,0.021989603,COW,
FRA,1994,1945-2020,pop,59225.4,Maddison,
FRA,1994,1945-2020,gdppc,28907.977358135435,Maddison,
FRA,1994,1945-2020,v2x_libdem,0.801,V-Dem,
FRA,1994,1945-2020,v2x_polyarchy,0.875,V-Dem,
FRA,1994,1945-2020,cinc,0.022904044,COW,
FRA,1995,1945-2020,pop,59440.08,Maddison,
FRA,1995,1945-2020,gdppc,29418.864086617075,Maddison,
FRA,1995,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,1995,1945-2020,v2x_polyarchy,0.869,V-Dem,
FRA,1995,1945-2020,cinc,0.023131192,COW,
FRA,1996,1945-2020,pop,59651.76,Maddison,
FRA,1996,1945-2020,gdppc,29736.64477865526,Maddison,
FRA,1996,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,1996,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,1996,1945-2020,cinc,0.022893263,COW,
FRA,1997,1945-2020,pop,59864.43,Maddison,
FRA,1997,1945-2020,gdppc,30341.805869105512,Maddison,
FRA,1997,1945-2020,v2x_libdem,0.8,V-Dem,
FRA,1997,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,1997,1945-2020,cinc,0.021976389,COW,
FRA,1998,1945-2020,pop,60085.1,Maddison,
FRA,1998,1945-2020,gdppc,31323.077638975665,Maddison,
FRA,1998,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,1998,1945-2020,v2x_polyarchy,0.873,V-Dem,
FRA,1998,1945-2020,cinc,0.022080885,COW,
FRA,1999,1945-2020,pop,60395.63,Maddison,
FRA,1999,1945-2020,gdppc,32284.611622135646,Maddison,
FRA,1999,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,1999,1945-2020,v2x_polyarchy,0.873,V-Dem,
FRA,1999,1945-2020,cinc,0.020881752,COW,
FRA,2000,1945-2020,pop,60811.0,Maddison,
FRA,2000,1945-2020,gdppc,33409.68148293087,Maddison,
FRA,2000,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,2000,1945-2020,v2x_polyarchy,0.873,V-Dem,
FRA,2000,1945-2020,cinc,0.01883278,COW,
FRA,2001,1945-2020,pop,61255.33,Maddison,
FRA,2001,1945-2020,gdppc,33920.097406561574,Maddison,
FRA,2001,1945-2020,v2x_libdem,0.798,V-Dem,
FRA,2001,1945-2020,v2x_polyarchy,0.873,V-Dem,
FRA,2001,1945-2020,cinc,0.018021695,COW,
FRA,2002,1945-2020,pop,61702.65,Maddison,
FRA,2002,1945-2020,gdppc,34152.77445600494,Maddison,
FRA,2002,1945-2020,v2x_libdem,0.801,V-Dem,
FRA,2002,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2002,1945-2020,cinc,0.019471815,COW,
FRA,2003,1945-2020,pop,62140.99,Maddison,
FRA,2003,1945-2020,gdppc,34292.030131448904,Maddison,
FRA,2003,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,2003,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2003,1945-2020,cinc,0.019778015,COW,
FRA,2004,1945-2020,pop,62600.29,Maddison,
FRA,2004,1945-2020,gdppc,35093.824134976705,Maddison,
FRA,2004,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,2004,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2004,1945-2020,cinc,0.019740557,COW,
FRA,2005,1945-2020,pop,63072.58,Maddison,
FRA,2005,1945-2020,gdppc,35495.46472917733,Maddison,
FRA,2005,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,2005,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2005,1945-2020,cinc,0.019447366,COW,
FRA,2006,1945-2020,pop,63512.91,Maddison,
FRA,2006,1945-2020,gdppc,36166.15968100972,Maddison,
FRA,2006,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,2006,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2006,1945-2020,cinc,0.018735487,COW,
FRA,2007,1945-2020,pop,63906.32,Maddison,
FRA,2007,1945-2020,gdppc,36845.68508689428,Maddison,
FRA,2007,1945-2020,v2x_libdem,0.807,V-Dem,
FRA,2007,1945-2020,v2x_polyarchy,0.877,V-Dem,
FRA,2007,1945-2020,cinc,0.018468909,COW,
FRA,2008,1945-2020,pop,64263.78,Maddison,
FRA,2008,1945-2020,gdppc,36761.792064608555,Maddison,
FRA,2008,1945-2020,v2x_libdem,0.816,V-Dem,
FRA,2008,1945-2020,v2x_polyarchy,0.885,V-Dem,
FRA,2008,1945-2020,cinc,0.018204316,COW,
FRA,2009,1945-2020,pop,64594.28,Maddison,
FRA,2009,1945-2020,gdppc,35534.92715160096,Maddison,
FRA,2009,1945-2020,v2x_libdem,0.816,V-Dem,
FRA,2009,1945-2020,v2x_polyarchy,0.885,V-Dem,
FRA,2009,1945-2020,cinc,0.016560782,COW,
FRA,2010,1945-2020,pop,64912.8,Maddison,
FRA,2010,1945-2020,gdppc,36086.726618151486,Maddison,
FRA,2010,1945-2020,v2x_libdem,0.816,V-Dem,
FRA,2010,1945-2020,v2x_polyarchy,0.885,V-Dem,
FRA,2010,1945-2020,cinc,0.015947869,COW,
FRA,2011,1945-2020,pop,65231.31,Maddison,
FRA,2011,1945-2020,gdppc,36691.0,Maddison,
FRA,2011,1945-2020,v2x_libdem,0.818,V-Dem,
FRA,2011,1945-2020,v2x_polyarchy,0.887,V-Dem,
FRA,2011,1945-2020,cinc,0.014671733,COW,
FRA,2012,1945-2020,pop,65551.83,Maddison,
FRA,2012,1945-2020,gdppc,36625.926898328944,Maddison,
FRA,2012,1945-2020,v2x_libdem,0.82,V-Dem,
FRA,2012,1945-2020,v2x_polyarchy,0.89,V-Dem,
FRA,2012,1945-2020,cinc,0.01417267,COW,
FRA,2013,1945-2020,pop,65891.32,Maddison,
FRA,2013,1945-2020,gdppc,36647.2178013021,Maddison,
FRA,2013,1945-2020,v2x_libdem,0.822,V-Dem,
FRA,2013,1945-2020,v2x_polyarchy,0.89,V-Dem,
FRA,2013,1945-2020,cinc,0.01422869,COW,
FRA,2014,1945-2020,pop,66211.83,Maddison,
FRA,2014,1945-2020,gdppc,36818.53947084249,Maddison,
FRA,2014,1945-2020,v2x_libdem,0.821,V-Dem,
FRA,2014,1945-2020,v2x_polyarchy,0.889,V-Dem,
FRA,2014,1945-2020,cinc,0.013928858,COW,
FRA,2015,1945-2020,pop,66480.42,Maddison,
FRA,2015,1945-2020,gdppc,37077.88969561081,Maddison,
FRA,2015,1945-2020,v2x_libdem,0.812,V-Dem,
FRA,2015,1945-2020,v2x_polyarchy,0.883,V-Dem,
FRA,2015,1945-2020,cinc,0.013420071,COW,
FRA,2016,1945-2020,pop,66730.05,Maddison,
FRA,2016,1945-2020,gdppc,37343.840237178665,Maddison,
FRA,2016,1945-2020,v2x_libdem,0.812,V-Dem,
FRA,2016,1945-2020,v2x_polyarchy,0.883,V-Dem,
FRA,2016,1945-2020,cinc,0.013378492,COW,
FRA,2017,1945-2020,pop,67014.62,Maddison,
FRA,2017,1945-2020,gdppc,38037.33518797257,Maddison,
FRA,2017,1945-2020,v2x_libdem,0.817,V-Dem,
FRA,2017,1945-2020,v2x_polyarchy,0.886,V-Dem,
FRA,2017,1945-2020,cinc,,COW,
FRA,2018,1945-2020,pop,67347.11,Maddison,
FRA,2018,1945-2020,gdppc,38555.46543208852,Maddison,
FRA,2018,1945-2020,v2x_libdem,0.802,V-Dem,
FRA,2018,1945-2020,v2x_polyarchy,0.874,V-Dem,
FRA,2018,1945-2020,cinc,,COW,
FRA,2019,1945-2020,pop,67659.64,Maddison,
FRA,2019,1945-2020,gdppc,39084.65542048323,Maddison,
FRA,2019,1945-2020,v2x_libdem,0.793,V-Dem,
FRA,2019,1945-2020,v2x_polyarchy,0.866,V-Dem,
FRA,2019,1945-2020,cinc,,COW,
FRA,2020,1945-2020,pop,67901.27,Maddison,
FRA,2020,1945-2020,gdppc,35913.81936941929,Maddison,
FRA,2020,1945-2020,v2x_libdem,0.789,V-Dem,
FRA,2020,1945-2020,v2x_polyarchy,0.866,V-Dem,
FRA,2020,1945-2020,cinc,,COW,
GBR,1820,1820-1913,pop,21239.0,Maddison,
GBR,1820,1820-1913,gdppc,3306.0,Maddison,
GBR,1820,1820-1913,v2x_libdem,0.245,V-Dem,
GBR,1820,1820-1913,v2x_polyarchy,0.267,V-Dem,
GBR,1820,1820-1913,cinc,0.31653079,COW,
GBR,1821,1820-1913,pop,21551.0,Maddison,
GBR,1821,1820-1913,gdppc,3308.0,Maddison,
GBR,1821,1820-1913,v2x_libdem,0.243,V-Dem,
GBR,1821,1820-1913,v2x_polyarchy,0.262,V-Dem,
GBR,1821,1820-1913,cinc,0.31734112,COW,
GBR,1822,1820-1913,pop,21832.0,Maddison,
GBR,1822,1820-1913,gdppc,3315.0,Maddison,
GBR,1822,1820-1913,v2x_libdem,0.243,V-Dem,
GBR,1822,1820-1913,v2x_polyarchy,0.262,V-Dem,
GBR,1822,1820-1913,cinc,0.31113026,COW,
GBR,1823,1820-1913,pop,22117.0,Maddison,
GBR,1823,1820-1913,gdppc,3359.0,Maddison,
GBR,1823,1820-1913,v2x_libdem,0.243,V-Dem,
GBR,1823,1820-1913,v2x_polyarchy,0.262,V-Dem,
GBR,1823,1820-1913,cinc,0.31781355,COW,
GBR,1824,1820-1913,pop,22407.0,Maddison,
GBR,1824,1820-1913,gdppc,3492.0,Maddison,
GBR,1824,1820-1913,v2x_libdem,0.243,V-Dem,
GBR,1824,1820-1913,v2x_polyarchy,0.262,V-Dem,
GBR,1824,1820-1913,cinc,0.32966271,COW,
GBR,1825,1820-1913,pop,22698.0,Maddison,
GBR,1825,1820-1913,gdppc,3521.0,Maddison,
GBR,1825,1820-1913,v2x_libdem,0.25,V-Dem,
GBR,1825,1820-1913,v2x_polyarchy,0.276,V-Dem,
GBR,1825,1820-1913,cinc,0.33095324,COW,
GBR,1826,1820-1913,pop,22996.0,Maddison,
GBR,1826,1820-1913,gdppc,3290.0,Maddison,
GBR,1826,1820-1913,v2x_libdem,0.255,V-Dem,
GBR,1826,1820-1913,v2x_polyarchy,0.288,V-Dem,
GBR,1826,1820-1913,cinc,0.32982478,COW,
GBR,1827,1820-1913,pop,23275.0,Maddison,
GBR,1827,1820-1913,gdppc,3499.0,Maddison,
GBR,1827,1820-1913,v2x_libdem,0.252,V-Dem,
GBR,1827,1820-1913,v2x_polyarchy,0.282,V-Dem,
GBR,1827,1820-1913,cinc,0.33283046,COW,
GBR,1828,1820-1913,pop,23560.0,Maddison,
GBR,1828,1820-1913,gdppc,3461.0,Maddison,
GBR,1828,1820-1913,v2x_libdem,0.252,V-Dem,
GBR,1828,1820-1913,v2x_polyarchy,0.282,V-Dem,
GBR,1828,1820-1913,cinc,0.32693341,COW,
GBR,1829,1820-1913,pop,23847.0,Maddison,
GBR,1829,1820-1913,gdppc,3443.0,Maddison,
GBR,1829,1820-1913,v2x_libdem,0.251,V-Dem,
GBR,1829,1820-1913,v2x_polyarchy,0.279,V-Dem,
GBR,1829,1820-1913,cinc,0.32304364,COW,
GBR,1830,1820-1913,pop,24139.0,Maddison,
GBR,1830,1820-1913,gdppc,3550.0,Maddison,
GBR,1830,1820-1913,v2x_libdem,0.261,V-Dem,
GBR,1830,1820-1913,v2x_polyarchy,0.285,V-Dem,
GBR,1830,1820-1913,cinc,0.30559736,COW,
GBR,1831,1820-1913,pop,24433.0,Maddison,
GBR,1831,1820-1913,gdppc,3545.0,Maddison,
GBR,1831,1820-1913,v2x_libdem,0.261,V-Dem,
GBR,1831,1820-1913,v2x_polyarchy,0.285,V-Dem,
GBR,1831,1820-1913,cinc,0.29890975,COW,
GBR,1832,1820-1913,pop,24684.0,Maddison,
GBR,1832,1820-1913,gdppc,3612.0,Maddison,
GBR,1832,1820-1913,v2x_libdem,0.265,V-Dem,
GBR,1832,1820-1913,v2x_polyarchy,0.293,V-Dem,
GBR,1832,1820-1913,cinc,0.30077034,COW,
GBR,1833,1820-1913,pop,24937.0,Maddison,
GBR,1833,1820-1913,gdppc,3599.0,Maddison,
GBR,1833,1820-1913,v2x_libdem,0.272,V-Dem,
GBR,1833,1820-1913,v2x_polyarchy,0.301,V-Dem,
GBR,1833,1820-1913,cinc,0.3034555,COW,
GBR,1834,1820-1913,pop,25194.0,Maddison,
GBR,1834,1820-1913,gdppc,3639.0,Maddison,
GBR,1834,1820-1913,v2x_libdem,0.275,V-Dem,
GBR,1834,1820-1913,v2x_polyarchy,0.301,V-Dem,
GBR,1834,1820-1913,cinc,0.30485412,COW,
GBR,1835,1820-1913,pop,25452.0,Maddison,
GBR,1835,1820-1913,gdppc,3861.0,Maddison,
GBR,1835,1820-1913,v2x_libdem,0.285,V-Dem,
GBR,1835,1820-1913,v2x_polyarchy,0.306,V-Dem,
GBR,1835,1820-1913,cinc,0.30514959,COW,
GBR,1836,1820-1913,pop,25715.0,Maddison,
GBR,1836,1820-1913,gdppc,3937.0,Maddison,
GBR,1836,1820-1913,v2x_libdem,0.282,V-Dem,
GBR,1836,1820-1913,v2x_polyarchy,0.301,V-Dem,
GBR,1836,1820-1913,cinc,0.29951063,COW,
GBR,1837,1820-1913,pop,25968.0,Maddison,
GBR,1837,1820-1913,gdppc,3857.0,Maddison,
GBR,1837,1820-1913,v2x_libdem,0.285,V-Dem,
GBR,1837,1820-1913,v2x_polyarchy,0.305,V-Dem,
GBR,1837,1820-1913,cinc,0.30079472,COW,
GBR,1838,1820-1913,pop,26223.0,Maddison,
GBR,1838,1820-1913,gdppc,3963.0,Maddison,
GBR,1838,1820-1913,v2x_libdem,0.283,V-Dem,
GBR,1838,1820-1913,v2x_polyarchy,0.3,V-Dem,
GBR,1838,1820-1913,cinc,0.30391559,COW,
GBR,1839,1820-1913,pop,26483.0,Maddison,
GBR,1839,1820-1913,gdppc,3881.0,Maddison,
GBR,1839,1820-1913,v2x_libdem,0.286,V-Dem,
GBR,1839,1820-1913,v2x_polyarchy,0.304,V-Dem,
GBR,1839,1820-1913,cinc,0.30937037,COW,
GBR,1840,1820-1913,pop,26745.0,Maddison,
GBR,1840,1820-1913,gdppc,4018.0,Maddison,
GBR,1840,1820-1913,v2x_libdem,0.289,V-Dem,
GBR,1840,1820-1913,v2x_polyarchy,0.311,V-Dem,
GBR,1840,1820-1913,cinc,0.31130517,COW,
GBR,1841,1820-1913,pop,27004.0,Maddison,
GBR,1841,1820-1913,gdppc,3894.0,Maddison,
GBR,1841,1820-1913,v2x_libdem,0.292,V-Dem,
GBR,1841,1820-1913,v2x_polyarchy,0.318,V-Dem,
GBR,1841,1820-1913,cinc,0.30774412,COW,
GBR,1842,1820-1913,pop,27277.0,Maddison,
